Date,QQQ
2021-05-27,322.6821594238281
2021-05-28,323.7000427246094
2021-06-01,322.6240539550781
2021-06-02,323.25408935546875
2021-06-03,319.8904113769531
2021-06-04,325.3188171386719
2021-06-07,326.28814697265625
2021-06-08,326.443359375
2021-06-09,326.5209045410156
2021-06-10,329.9233703613281
2021-06-11,330.7860107421875
2021-06-14,333.955810546875
2021-06-15,331.7748718261719
2021-06-16,330.56317138671875
2021-06-17,334.760498046875
2021-06-18,332.1335754394531
2021-06-21,334.1976623535156
2021-06-22,337.31298828125
2021-06-23,337.4779052734375
2021-06-24,339.5644836425781
2021-06-25,339.147216796875
2021-06-28,343.271728515625
2021-06-29,344.51397705078125
2021-06-30,343.9705505371094
2021-07-01,344.1064453125
2021-07-02,348.0563049316406
2021-07-06,349.56060791015625
2021-07-07,350.2981262207031
2021-07-08,348.182373046875
2021-07-09,350.3563537597656
2021-07-12,351.7247619628906
2021-07-13,351.7247619628906
2021-07-14,352.35552978515625
2021-07-15,349.8808288574219
