Date,SPY,^SPX
2020-10-22,318.6265563964844,3453.489990234375
2020-10-23,319.7083435058594,3465.389892578125
2020-10-26,313.8001708984375,3400.969970703125
2020-10-27,312.7184143066406,3390.679931640625
2020-10-28,302.030029296875,3271.030029296875
2020-10-29,305.09967041015625,3310.110107421875
2020-10-30,301.9190368652344,3269.9599609375
2020-11-02,305.3031005859375,3310.239990234375
2020-11-03,310.693603515625,3369.159912109375
2020-11-04,317.63726806640625,3443.43994140625
2020-11-05,323.8320617675781,3510.449951171875
2020-11-06,323.7580871582031,3509.43994140625
2020-11-09,327.8263244628906,3550.5
2020-11-10,327.3455810546875,3545.530029296875
2020-11-11,329.77734375,3572.659912109375
2020-11-12,326.578125,3537.010009765625
2020-11-13,331.09942626953125,3585.14990234375
2020-11-16,335.23236083984375,3626.909912109375
2020-11-17,333.4294128417969,3609.530029296875
2020-11-18,329.416748046875,3567.7900390625
2020-11-19,330.8035583496094,3581.8701171875
2020-11-20,328.53839111328125,3557.5400390625
2020-11-23,330.5077209472656,3577.590087890625
2020-11-24,335.8333740234375,3635.409912109375
2020-11-25,335.315673828125,3629.64990234375
2020-11-27,336.24951171875,3638.35009765625
2020-11-30,334.7608642578125,3621.6298828125
2020-12-01,338.4222106933594,3662.449951171875
2020-12-02,339.13421630859375,3669.010009765625
2020-12-03,339.041748046875,3666.719970703125
2020-12-04,341.9635314941406,3699.1201171875
2020-12-07,341.26080322265625,3691.9599609375
2020-12-08,342.2593688964844,3702.25
2020-12-09,339.1897277832031,3672.820068359375
2020-12-10,339.0787658691406,3668.10009765625
2020-12-11,338.68115234375,3663.4599609375
2020-12-14,337.16485595703125,3647.489990234375
2020-12-15,341.7231140136719,3694.6201171875
2020-12-16,342.2593688964844,3701.169921875
2020-12-17,344.17327880859375,3722.47998046875
2020-12-18,342.7990417480469,3709.409912109375
2020-12-21,341.5733642578125,3694.919921875
2020-12-22,340.99761962890625,3687.260009765625
2020-12-23,341.3040771484375,3690.010009765625
2020-12-24,342.63189697265625,3703.06005859375
2020-12-28,345.5754089355469,3735.360107421875
2020-12-29,344.9161376953125,3727.0400390625
2020-12-30,345.4083251953125,3732.0400390625
2020-12-31,347.1632080078125,3756.070068359375
2021-01-04,342.4369201660156,3700.64990234375
2021-01-05,344.7954406738281,3726.860107421875
2021-01-06,346.8567810058594,3748.139892578125
2021-01-07,352.0102233886719,3803.7900390625
2021-01-08,354.01593017578125,3824.679931640625
2021-01-11,351.62945556640625,3799.610107421875
2021-01-12,351.7037353515625,3801.18994140625
2021-01-13,352.6509094238281,3809.840087890625
2021-01-14,351.41595458984375,3795.5400390625
2021-01-15,348.85321044921875,3768.25
2021-01-19,351.5923767089844,3798.909912109375
2021-01-20,356.4579772949219,3851.85009765625
2021-01-21,356.78289794921875,3853.070068359375
2021-01-22,355.5201416015625,3841.469970703125
2021-01-25,356.92218017578125,3855.360107421875
2021-01-26,356.3650817871094,3849.6201171875
2021-01-27,347.65533447265625,3750.77001953125
2021-01-28,350.6452331542969,3787.3798828125
2021-01-29,343.62548828125,3714.239990234375
2021-02-01,349.3452453613281,3773.860107421875
2021-02-02,354.28509521484375,3826.31005859375
2021-02-03,354.5637512207031,3830.169921875
2021-02-04,358.5935363769531,3871.739990234375
2021-02-05,360.0049133300781,3886.830078125
2021-02-08,362.6048278808594,3915.590087890625
2021-02-09,362.3633117675781,3911.22998046875
2021-02-10,362.2055358886719,3909.8798828125
2021-02-11,362.79058837890625,3916.3798828125
2021-02-12,364.58270263671875,3934.830078125
2021-02-16,364.2669677734375,3932.590087890625
2021-02-17,364.35052490234375,3931.330078125
2021-02-18,362.79986572265625,3913.969970703125
2021-02-19,362.15911865234375,3906.7099609375
2021-02-22,359.37347412109375,3876.5
2021-02-23,359.8099365234375,3881.3701171875
2021-02-24,363.7748107910156,3925.429931640625
2021-02-25,355.0093688964844,3829.340087890625
2021-02-26,353.18017578125,3811.14990234375
2021-03-01,361.7412414550781,3901.820068359375
2021-03-02,358.9185791015625,3870.2900390625
2021-03-03,354.1643981933594,3819.719970703125
2021-03-04,349.7817077636719,3768.469970703125
2021-03-05,356.2165222167969,3841.93994140625
2021-03-08,354.4430236816406,3821.35009765625
2021-03-09,359.503662109375,3875.43994140625
2021-03-10,361.7412414550781,3898.81005859375
2021-03-11,365.40899658203125,3939.340087890625
2021-03-12,365.9011535644531,3943.340087890625
2021-03-15,368.0832824707031,3968.93994140625
2021-03-16,367.6190185546875,3962.7099609375
2021-03-17,368.8724365234375,3974.1201171875
2021-03-18,363.5055847167969,3915.4599609375
2021-03-19,362.83294677734375,3913.10009765625
2021-03-22,365.7300720214844,3940.590087890625
